"GEOID","NAME","moe","black"
"42003130800","Census Tract 1308; Allegheny County; Pennsylvania",508,1786
"42003241300","Census Tract 2413; Allegheny County; Pennsylvania",262,407
"42003271600","Census Tract 2716; Allegheny County; Pennsylvania",507,1716
"42003980800","Census Tract 9808; Allegheny County; Pennsylvania",11,0
"42003484500","Census Tract 4845; Allegheny County; Pennsylvania",31,26
"42003180300","Census Tract 1803; Allegheny County; Pennsylvania",293,776
"42003191700","Census Tract 1917; Allegheny County; Pennsylvania",60,66
"42003320600","Census Tract 3206; Allegheny County; Pennsylvania",16,14
"42003050900","Census Tract 509; Allegheny County; Pennsylvania",287,1373
"42003101400","Census Tract 1014; Allegheny County; Pennsylvania",117,236
"42003464300","Census Tract 4643; Allegheny County; Pennsylvania",260,333
"42003462100","Census Tract 4621; Allegheny County; Pennsylvania",481,865
"42003140800","Census Tract 1408; Allegheny County; Pennsylvania",263,393
"42003515300","Census Tract 5153; Allegheny County; Pennsylvania",126,595
"42003423000","Census Tract 4230; Allegheny County; Pennsylvania",96,82
"42003030500","Census Tract 305; Allegheny County; Pennsylvania",498,1725
"42003270800","Census Tract 2708; Allegheny County; Pennsylvania",200,338
"42003561400","Census Tract 5614; Allegheny County; Pennsylvania",328,2130
"42003191600","Census Tract 1916; Allegheny County; Pennsylvania",287,498
"42003465800","Census Tract 4658; Allegheny County; Pennsylvania",105,141
"42003459201","Census Tract 4592.01; Allegheny County; Pennsylvania",324,432
"42003464400","Census Tract 4644; Allegheny County; Pennsylvania",244,611
"42003202200","Census Tract 2022; Allegheny County; Pennsylvania",225,544
"42003090200","Census Tract 902; Allegheny County; Pennsylvania",43,57
"42003563202","Census Tract 5632.02; Allegheny County; Pennsylvania",197,461
"42003170600","Census Tract 1706; Allegheny County; Pennsylvania",198,201
"42003300100","Census Tract 3001; Allegheny County; Pennsylvania",444,1640
"42003476100","Census Tract 4761; Allegheny County; Pennsylvania",275,249
"42003261300","Census Tract 2613; Allegheny County; Pennsylvania",635,2036
"42003479000","Census Tract 4790; Allegheny County; Pennsylvania",11,0
"42003290400","Census Tract 2904; Allegheny County; Pennsylvania",320,602
"42003470502","Census Tract 4705.02; Allegheny County; Pennsylvania",45,70
"42003980300","Census Tract 9803; Allegheny County; Pennsylvania",11,0
"42003465600","Census Tract 4656; Allegheny County; Pennsylvania",243,344
"42003477200","Census Tract 4772; Allegheny County; Pennsylvania",31,14
"42003180700","Census Tract 1807; Allegheny County; Pennsylvania",303,532
"42003070300","Census Tract 703; Allegheny County; Pennsylvania",91,176
"42003425000","Census Tract 4250; Allegheny County; Pennsylvania",114,100
"42003981800","Census Tract 9818; Allegheny County; Pennsylvania",28,55
